location,category,tweet,location.1,latitude,longitude,datetime,multimodal,file_path,Disaster_Category,Relevancy,Priority,media_description,summary,responders_required
Pacific Palisades,Fire Near Key Infrastructure,"Oh god, oh god! The fire's jumped Sunset Blvd in Pacific Palisades! 😭 It's heading straight for the cell towers near the park! If those go down, we're all screwed! Can anyone confirm if the fire dept is even aware?! #Wildfire #PacificPalisades #Emergency #LosAngeles",Pacific Palisades,34.04143323415795,-118.53606011160636,2025-01-23 14:10:20.652582,False,,Fire,True,2,,"Wildfire has jumped Sunset Blvd in Pacific Palisades and is heading towards cell towers, raising concerns about communication infrastructure.","['firefighters', 'police']"
Pacific Palisades,Request for Emergency Help,"Oh god, there's a fire raging up near Temescal Canyon in Pacific Palisades! 😭 The smoke is so thick, can barely see! Seems to be heading towards the houses on the ridge! Someone PLEASE send help! #Wildfire #Emergency #PacificPalisades",Pacific Palisades,34.04419390107877,-118.5340537013102,2025-01-23 16:14:51.480367,False,,Fire,True,1,,"A wildfire is raging near Temescal Canyon in Pacific Palisades and moving towards residential houses, with a direct plea for immediate help.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Fire Near Key Infrastructure,"Oh my god, there's a HUGE fire near the water treatment plant off North Sepulveda! 😭 The smoke is so thick, I can barely see. This is terrifying! Hope they can contain it before it reaches the power lines nearby! #Wildfire #Emergency #LosAngeles",North Sepulveda,34.0998661173934,-118.47373844939752,2025-01-23 13:03:45.618691,False,,Fire,True,2,,"Large wildfire reported near water treatment plant and power lines off North Sepulveda, with thick smoke observed.","['firefighters', 'police', 'ambulance']"
West Hills,Roadblock or Escape Issue,ARE YOU KIDDING ME?! Another fire in West Hills?! They're blocking off Valley Circle Blvd AGAIN! How are we supposed to get out of here?! This is ridiculous! They let this happen EVERY YEAR! #Wildfire #WestHills #Emergency #LosAngeles,West Hills,34.1885868807431,-118.6202996973984,2025-01-10 19:36:34.484525,False,,Fire,True,2,,"Reports of a wildfire in West Hills causing road closures on Valley Circle Blvd, residents are expressing concern about evacuation routes.","['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Incident Report,ARE YOU KIDDING ME?! Another fire in the Hollywood Hills near Runyon Canyon?! 😡 This is what happens when you let corporations run wild! Flames are RIGHT THERE near Mulholland Drive! They're gonna burn everything down! Where's the damn fire department?! #Wildfire #Emergency #LosAngeles #ClimateChangeIsReal,Hollywood Hills near Runyon Canyon,34.11523130874834,-118.348449983001,2025-01-09 06:00:28.551621,False,,Fire,True,2,,"Report of a wildfire near Mulholland Drive in Hollywood Hills, fire department assistance is needed.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,"URGENT: Wildfire rapidly approaching the Palisades Power Station. Crews are on scene, but the situation is escalating. Potential for widespread outages if containment fails. Residents near Sunset Blvd, please be prepared for possible evacuation. #Wildfire #Emergency #PacificPalisades",Pacific Palisades,34.05213220399315,-118.5380630471605,2025-01-31 11:54:46.049101,False,,Fire,True,3,,"Wildfire rapidly approaching Palisades Power Station, situation escalating despite crews on scene, potential outages and possible evacuations near Sunset Blvd.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,"Ugh, this is NOT the vibe. 🙄 Huge flames near Sunset Blvd in Pacific Palisades, like, RIGHT next to that cell tower. If my TikToks start buffering, I'm blaming the fire. 🔥 Pls don't let it reach the In-N-Out. #Wildfire #Emergency #LosAngeles",Pacific Palisades,34.075571412637565,-118.50411686681498,2025-02-07 20:50:46.233195,False,,Fire,True,3,,"Large wildfire reported near Sunset Blvd in Pacific Palisades, requiring monitoring and potential intervention.","['firefighters', 'police', 'ambulance']"
Sylmar,Distress Call,"Oh dear, there's a HUGE fire near the Olive View hospital in Sylmar! 😥 I can see the flames from my window, and the smoke is awful! I think it's getting closer to the houses on Roxford Street! Is anyone else seeing this? Should I call someone? #Wildfire #Emergency 🙏 Please help! I don't know what to do!",Sylmar,34.307623085120206,-118.44981460878502,2025-01-12 21:29:01.549383,False,,Fire,True,2,,"User reports a large wildfire near Olive View hospital in Sylmar, flames visible and smoke spreading towards houses on Roxford Street, requesting help.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Request for Emergency Help,"Oh dear, oh dear! There's a HUGE fire near the mountains in Altadena, Los Angeles! I think it's near that big park on Lincoln Ave. The smoke is awful and I can see flames! I'm so scared! Is anyone else seeing this? Please send help! 🙏 #Wildfire #Emergency I dont know what to do!",Altadena/Pasadena,34.16238663145406,-118.14659346798148,2025-02-20 04:03:31.776051,False,,Fire,True,1,,"A user is reporting a large fire with visible flames and smoke near the mountains in Altadena, Los Angeles, specifically near Lincoln Ave park and is requesting immediate help.","['firefighters', 'police', 'ambulance']"
Sylmar,Roadblock or Escape Issue,URGENT: Reports of heavy congestion and road closures near the 210 freeway in Sylmar due to the wildfire. Please avoid the area. Emergency vehicles need access. Monitor @LAFD for updates. #Wildfire #Emergency #LosAngeles,Sylmar,34.32448881976492,-118.43781163623356,2025-01-09 19:12:14.750376,False,,Fire,True,3,,"Wildfire near 210 freeway in Sylmar causing heavy congestion and road closures, emergency vehicles need access.","['firefighters', 'police']"
Pacific Palisades,Evacuation Warning,"Okay, so like, there's a HUGE fire near Temescal Canyon in Pacific Palisades 😱. They're saying it's just an EVACUATION WARNING rn, but like, my mom is already packing the car. Seriously tho, anyone else seeing this near Sunset Blvd? #Wildfire #Emergency #LosAngeles #PacificPalisades Pray for us 🙏",Pacific Palisades,34.08337359946957,-118.54188071168184,2025-02-19 17:00:34.568986,False,,Fire,True,3,,"Large wildfire reported near Temescal Canyon in Pacific Palisades with evacuation warning issued, requiring monitoring and potential intervention.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Incident Report,"URGENT: We are receiving reports of a brush fire escalating rapidly in North Sepulveda, Los Angeles. Flames are visible near Mulholland Drive. Residents in the area should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency. Will advise on further developments as they unfold. - AA",North Sepulveda,34.09877755194619,-118.46818020965917,2025-01-24 05:02:20.387825,False,,Fire,True,2,,"Brush fire escalating rapidly in North Sepulveda near Mulholland Drive, potential evacuations needed.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Distress Call,Oh god oh god! 😭 Flames are getting so close to the hiking trails near Runyon Canyon in the Hollywood Hills! I can see smoke from my window and I'm so worried about my kids at school nearby! Is anyone else seeing this?? #Wildfire #Emergency PLEASE tell me they're evacuating the area!,Hollywood Hills near Runyon Canyon,34.102277008734454,-118.36217850505294,2025-01-08 23:01:27.700553,False,,Fire,True,2,,"Reports of flames and smoke near Runyon Canyon hiking trails in Hollywood Hills, raising concerns about wildfire proximity to residential areas and nearby school, potential evacuation needed.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Incident Report,"Oh my god, there's a HUGE plume of smoke rising near the Eaton Canyon area in Altadena! Looks like a wildfire is starting. Hope everyone is being careful! #Wildfire #Altadena #Emergency",Altadena/Pasadena,34.17664542464414,-118.08142172419932,2025-02-19 11:39:31.337719,False,,Fire,True,2,,"A wildfire is reported to be starting near Eaton Canyon area in Altadena, indicated by a large smoke plume.","['firefighters', 'police', 'ambulance']"
West Hills,Request for Emergency Help,"Oh my gosh! 😱 I'm visiting from Europe and there's a HUGE fire near... uh... Valley Circle in West Hills? I think? It's moving so fast! Is this normal?! We're near some big park, can't remember the name. Help! #Wildfire #LosAngeles #Emergency I don't know what to do!",West Hills,34.18221407535545,-118.6522568029582,2025-01-10 06:49:18.528400,False,,Fire,True,2,,Tourist reports a fast-moving wildfire near Valley Circle in West Hills and is requesting help due to the rapidly spreading fire.,"['firefighters', 'police', 'ambulance']"
Sylmar,Request for Emergency Help,"OMG! Huge flames near the Olive View-UCLA Medical Center in Sylmar! The smoke is so thick, can barely see! We need help NOW! Is anyone else seeing this?? #Wildfire #SylmarFire #Emergency 🚨",Sylmar,34.32196162569364,-118.46674904881333,2025-01-14 21:59:05.072884,False,,Fire,True,1,,"Large wildfire reported near Olive View-UCLA Medical Center in Sylmar, with thick smoke and request for immediate help.","['firefighters', 'ambulance', 'police']"
Pacific Palisades,Request for Emergency Help,OMG! 😭 Huge flames near Temescal Canyon Rd in Pacific Palisades! Fire's spreading so fast up the hill towards the houses! We need help NOW! Can anyone get the fire dept here ASAP?! #Wildfire #Emergency #PacificPalisades,Pacific Palisades,34.080355479732184,-118.52817730696032,2025-02-07 13:43:39.901532,False,,Fire,True,1,,"Large wildfire reported near Temescal Canyon Rd, Pacific Palisades, spreading rapidly uphill towards houses, immediate help is requested.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Request for Emergency Help,"Oh dear, oh dear! There's a HUGE fire near Sunset Blvd in Pacific Palisades! 😥 I can see the flames from my window, near that fancy golf course! I think it's getting closer to my house! I don't know what to do! Is anyone else seeing this? Please send help! #Wildfire #Emergency I'm so scared! 🥺",Pacific Palisades,34.04789153169914,-118.52831865799644,2025-02-19 11:03:05.706595,False,,Fire,True,1,,"Large wildfire reported near Sunset Blvd in Pacific Palisades, flames are visible and approaching the user's house, immediate help is requested.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Fire Near Key Infrastructure,"Oh dear, there's a HUGE fire near the big power lines up on North Sepulveda! 😱 I think it's heading towards the… uh… the place where they keep all the electricity for Los Angeles! Hope they can stop it! 🙏 #Wildfire #Emergency is that what the kids call it?",North Sepulveda,34.09366723972953,-118.4594536060402,2025-01-24 06:57:21.141678,False,,Fire,True,2,,"Large wildfire reported near power lines and electricity storage facility in North Sepulveda, potentially threatening critical infrastructure.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Evacuation Warning,"ARE YOU KIDDING ME?! Another fire?! This time it's near Altadena/Pasadena, close to that stupid hiking trail on Loma Alta! Evacuation WARNING?! They should have PREVENTED this! Where's the damn funding going?! Get your act together, Los Angeles! #Wildfire #Emergency #Altadena #Pasadena #ClimateEmergency 😡🔥",Altadena/Pasadena,34.16904254208696,-118.09403242190864,2025-01-29 09:37:19.965027,False,,Fire,True,2,,A wildfire near Altadena/Pasadena and Loma Alta hiking trail has triggered an evacuation warning.,"['firefighters', 'police', 'ambulance']"
Acton,Roadblock or Escape Issue,"Acton lookin' HOT! 🥵 Can't get through Soledad Canyon Rd, fire's jumpin' all over the place. Had to turn back, ain't worth it. Find another way outta here! #Wildfire #Acton #Emergency",Acton,34.4796890863066,-118.20635325940144,2025-01-09 18:44:02.509723,False,,Fire,True,2,,"Wildfire is blocking Soledad Canyon Road in Acton, making it impassable.","['firefighters', 'police', 'ambulance']"
Sylmar,Incident Report,"Urgent! Wildfire reported near the foothills in Sylmar, Los Angeles. Smoke visible from Foothill Blvd. Fire crews are responding, but residents near the old Olive View hospital area should be prepared to evacuate. Stay tuned for updates. #Wildfire #Emergency #Sylmar",Sylmar,34.328529401691874,-118.42621297701086,2025-01-14 23:58:47.727789,False,,Fire,True,3,,"Wildfire reported in Sylmar foothills, smoke visible, fire crews responding, potential evacuation near Olive View hospital.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,This is just plain sad!,Hollywood Hills near Runyon Canyon,34.11351266872052,-118.35076176565848,2025-01-09 13:24:45.933685,True,image_tweets/2.jpeg,,False,-1,,Tweet expresses sadness but is not relevant to disaster response.,[]
Acton,Distress Call,ARE YOU KIDDING ME?! Another damn wildfire in Acton?! Near Vasquez Rocks again! 😡 This is what happens when you let corporations run wild! My house is threatened AGAIN! Where's the damn help?! #Wildfire #ActonFire #Emergency #ClimateChangeIsReal,Acton,34.43437587676392,-118.20979034374062,2025-01-10 16:07:02.851593,False,,Fire,True,2,,"Wildfire reported in Acton near Vasquez Rocks, resident's house is threatened and help is requested.","['firefighters', 'police', 'ambulance']"
